@  {'test_corpus_file': 'LHM_corpus.txt', 'test_corpus_folder': 'study-4c-LHM', 'study_folder': 'study-4c-LHM/', 'author': 'PauliBrattico', 'year': 2021, 'date': 'March', 'study_id': 1, 'only_first_solution': False, 'logging': True, 'ignore_ungrammatical_sentences': False, 'datatake_resources': True, 'datatake_resource_sequence': False, 'datatake_timings': False, 'datatake_images': True, 'image_parameter_stop_after_each_image': False, 'image_parameter_show_words': True, 'image_parameter_nolabels': False, 'image_parameter_spellout': False, 'image_parameter_case': False, 'image_parameter_show_sentences': False, 'image_parameter_show_glosses': True, 'extra_ranking': True, 'filter': True, 'lexical_anticipation': True, 'closure': 'Bottom-up', 'working_memory': True, 'positive_spec_selection': 100, 'negative_spec_selection': -100, 'break_head_comp_relations': -100, 'negative_tail_test': -100, 'positive_head_comp_selection': 100, 'negative_head_comp_selection': -100, 'negative_semantics_match': -100, 'lf_legibility_condition': -100, 'negative_adverbial_test': -100, 'positive_adverbial_test': 100}
@  2021-03-10 14:45:37.126777
@  Test sentences from language data working directory\study-4c-LHM\LHM_corpus.txt.
@  Logs into language data working directory\study-4c-LHM\LHM_corpus_log.txt.
@  Lexicon from language data working directory\lexicon.txt.
@  Redundancy rules from language data working directory\redundancy_rules.txt.
@  Universal morphemes from language data working directory\ug_morphemes.txt.
@ 
@ 
Number,Sentence,Study_ID,Group 0,Group 1,Total Time,Garden Paths,Memory Reactivation,Steps,Merge,Move Head,Move Phrase,A-Move Phrase,A-bar Move Phrase,Move Adjunct,Agree,Phi,Transfer,Item streamed into syntax,Feature Processing,Extraposition,Inflection,Failed Transfer,LF recovery,LF test,Filter solution,Rank solution,Lexical retrieval,Morphological decomposition,Mean time per word,Asymmetric Merge,Sink,External Tail Test,Execution time (ms)	
284,ihailla#[kO]#[hAn] Pekan_gen taytyy Merjaa ,1,3,0,1945,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,15,8,5,12,9,4,25,5,486,36,6,10,46
285,ihailla#[pA]#[hAn] Pekan_gen taytyy Merjaa ,1,3,0,1945,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,15,8,5,12,9,4,25,5,486,36,6,10,46
286,ihailla#[foc]#[kO]#[hAn] Pekan_gen taytyy Merjaa ,1,3,0,2075,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,16,8,5,12,9,4,26,5,518,36,6,10,46
287,ihailla#[foc]#[pA]#[hAn] Pekan_gen taytyy Merjaa ,1,3,0,2075,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,16,8,5,12,9,4,26,5,518,36,6,10,62
288,myyda#C/op Pekan_gen taytyy omaisuutensa ,1,3,0,1615,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,9,8,5,12,9,4,19,5,403,36,6,10,46
289,ihaile#C/op Merjaa ei Pekka ,1,3,0,1705,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,14,6,4,19,7,3,23,5,426,78,6,87,46
290,ihaile#[foc] Merjaa ei Pekka ,1,3,0,1715,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,14,6,4,19,7,3,23,5,428,78,6,87,46
291,ihaile#[hAn] Merjaa ei Pekka ,1,3,0,1715,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,14,6,4,19,7,3,23,5,428,78,6,87,62
292,ihaile#[kO] Merjaa ei Pekka ,1,3,0,1705,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,14,6,4,19,7,3,23,5,426,78,6,87,46
293,ihaile#[pA] Merjaa ei Pekka ,1,3,0,1705,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,14,6,4,19,7,3,23,5,426,78,6,87,62
294,ihaile#[foc]#[hAn] Merjaa ei Pekka ,1,3,0,1845,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,15,6,4,19,7,3,24,5,461,78,6,87,62
295,ihaile#[foc]#[kO] Merjaa ei Pekka ,1,3,0,1835,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,15,6,4,19,7,3,24,5,458,78,6,87,46
296,ihaile#[foc]#[pA] Merjaa ei Pekka ,1,3,0,1835,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,15,6,4,19,7,3,24,5,458,78,6,87,46
297,ihaile#[kO]#[hAn] Merjaa ei Pekka ,1,3,0,1825,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,15,6,4,19,7,3,24,5,456,78,6,87,62
298,ihaile#[pA]#[hAn] Merjaa ei Pekka ,1,3,0,1825,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,15,6,4,19,7,3,24,5,456,78,6,87,46
299,ihaile#[foc]#[kO]#[hAn] Merjaa ei Pekka ,1,3,0,1955,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,16,6,4,19,7,3,25,5,488,78,6,87,46
300,ihaile#[foc]#[pA]#[hAn] Merjaa ei Pekka ,1,3,0,1955,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,16,6,4,19,7,3,25,5,488,78,6,87,62
301,ihaillut#C/op Merjaa on' Pekka ,1,3,0,1965,0,0,18,9,19,4,0,0,4,12,16,13,10,0,0,15,8,4,20,7,6,25,5,491,212,12,216,62
302,ihailla#C/op Merjaa haluaa Pekka ,1,3,0,1955,0,0,12,10,22,4,0,0,4,8,13,12,11,3,0,14,6,5,18,9,3,25,5,488,91,8,91,62
303,myynyt#C/op omaisuuttaan ei Pekka ,1,3,0,1635,0,0,10,8,14,3,0,0,3,11,15,12,9,0,1,11,6,4,18,7,3,20,5,408,83,6,91,62
304,myynyt#C/op omaisuuttaan on' Pekka ,1,3,0,3000,1,2,18,11,24,5,0,0,5,18,22,16,11,0,0,11,10,4,24,8,6,22,5,750,222,12,224,78
305,myyda#C/op omaisuuttaan haluaa Pekka ,1,3,0,2940,1,2,12,12,28,5,0,0,5,12,17,15,12,4,0,9,8,5,22,10,3,21,5,735,94,8,95,93
306,ihailla#C/op haluan Merjaa ,1,3,0,1360,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,9,4,4,6,7,4,18,4,453,16,6,2,31
307,ihailla#[foc] haluan Merjaa ,1,3,0,1370,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,9,4,4,6,7,4,18,4,456,16,6,2,46
308,ihailla#[hAn] haluan Merjaa ,1,3,0,1370,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,9,4,4,6,7,4,18,4,456,16,6,2,46
309,ihailla#[kO] haluan Merjaa ,1,3,0,1360,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,9,4,4,6,7,4,18,4,453,16,6,2,46
310,ihailla#[pA] haluan Merjaa ,1,3,0,1360,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,9,4,4,6,7,4,18,4,453,16,6,2,46
311,ihailla#[foc]#[hAn] haluan Merjaa ,1,3,0,1500,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,10,4,4,6,7,4,19,4,500,16,6,2,46
312,ihailla#[foc]#[kO] haluan Merjaa ,1,3,0,1490,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,10,4,4,6,7,4,19,4,496,16,6,2,31
313,ihailla#[foc]#[pA] haluan Merjaa ,1,3,0,1490,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,10,4,4,6,7,4,19,4,496,16,6,2,31
314,ihailla#[kO]#[hAn] haluan Merjaa ,1,3,0,1480,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,10,4,4,6,7,4,19,4,493,16,6,2,31
315,ihailla#[pA]#[hAn] haluan Merjaa ,1,3,0,1480,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,10,4,4,6,7,4,19,4,493,16,6,2,31
316,ihailla#[foc]#[kO]#[hAn] haluan Merjaa ,1,3,0,1610,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,11,4,4,6,7,4,20,4,536,16,6,2,31
317,ihailla#[foc]#[pA]#[hAn] haluan Merjaa ,1,3,0,1610,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,11,4,4,6,7,4,20,4,536,16,6,2,46
318,ihaile#C/op Helsingissa Pekka ei Merjaa ,1,3,0,2400,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,17,16,4,29,12,5,29,7,480,127,8,146,109
319,ihaile#[foc] Helsingissa Pekka ei Merjaa ,1,3,0,2410,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,17,16,4,29,12,5,29,7,482,127,8,146,93
320,ihaile#[hAn] Helsingissa Pekka ei Merjaa ,1,3,0,2410,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,17,16,4,29,12,5,29,7,482,127,8,146,93
321,ihaile#[kO] Helsingissa Pekka ei Merjaa ,1,3,0,2400,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,17,16,4,29,12,5,29,7,480,127,8,146,93
322,ihaile#[pA] Helsingissa Pekka ei Merjaa ,1,3,0,2400,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,17,16,4,29,12,5,29,7,480,127,8,146,109
323,ihaile#[foc]#[hAn] Helsingissa Pekka ei Merjaa ,1,3,0,2540,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,18,16,4,29,12,5,30,7,508,127,8,146,140
324,ihaile#[foc]#[kO] Helsingissa Pekka ei Merjaa ,1,3,0,2530,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,18,16,4,29,12,5,30,7,506,127,8,146,93
325,ihaile#[foc]#[pA] Helsingissa Pekka ei Merjaa ,1,3,0,2530,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,18,16,4,29,12,5,30,7,506,127,8,146,109
326,ihaile#[kO]#[hAn] Helsingissa Pekka ei Merjaa ,1,3,0,2520,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,18,16,4,29,12,5,30,7,504,127,8,146,93
327,ihaile#[pA]#[hAn] Helsingissa Pekka ei Merjaa ,1,3,0,2520,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,18,16,4,29,12,5,30,7,504,127,8,146,93
328,ihaile#[foc]#[kO]#[hAn] Helsingissa Pekka ei Merjaa ,1,3,0,2650,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,19,16,4,29,12,5,31,7,530,127,8,146,109
329,ihaile#[foc]#[pA]#[hAn] Helsingissa Pekka ei Merjaa ,1,3,0,2650,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,19,16,4,29,12,5,31,7,530,127,8,146,109
330,ihaillut#C/op Helsingissa Pekka on' Merjaa ,1,3,0,2755,0,0,27,12,28,11,0,0,11,13,17,28,13,0,4,18,12,4,35,11,9,31,7,551,325,18,350,125
331,ihailla#C/op Helsingissa Pekka haluaa Merjaa ,1,3,0,2705,0,0,18,13,30,7,0,0,7,8,13,24,14,3,3,17,16,5,30,14,8,31,7,541,147,12,159,125
332,ihailla#C/op Helsingissa Pekan_gen taytyy Merjaa ,1,3,0,2605,0,0,16,12,26,3,0,0,3,8,14,19,13,3,4,17,16,6,25,13,8,30,7,521,115,10,92,109
333,ihaile#C/op Pekka Helsingissa ei Merjaa ,1,3,0,2305,0,0,14,11,24,4,0,0,4,9,13,18,12,0,2,17,14,4,22,12,4,29,7,461,153,8,180,93
334,ihaillut#C/op Pekka Helsingissa on' Merjaa ,1,3,0,2655,0,0,25,12,29,10,0,0,10,12,16,24,13,0,2,18,12,4,26,12,5,31,7,531,354,16,402,125
335,ihailla#C/op Pekka Helsingissa haluaa Merjaa ,1,3,0,2635,0,0,18,13,32,7,0,0,7,8,13,21,14,3,2,17,14,5,23,14,5,31,7,527,168,12,179,109
336,ihailla#C/op Pekan_gen Helsingissa taytyy Merjaa ,1,3,0,2555,0,0,16,12,28,4,0,0,4,8,14,18,13,3,2,17,14,6,19,13,5,30,7,511,123,10,89,109
337,myi#C/op Pekka omaisuutensa Helsingissa ,1,3,0,3985,2,2,15,16,35,7,0,0,7,14,17,26,15,0,6,19,13,3,33,12,5,34,8,996,96,11,103,125
338,myynyt#C/op Pekka on' omaisuutensa Helsingissa ,1,3,0,3580,1,1,40,15,41,10,0,0,10,24,28,31,15,0,2,17,14,4,42,13,8,32,8,716,416,30,456,140
339,myyda#C/op Pekka haluaa omaisuutensa Helsingissa ,1,3,0,5465,3,3,20,22,68,12,0,0,12,24,29,37,20,7,4,21,14,5,48,18,8,41,10,1093,167,15,151,218
340,myyda#C/op Pekan_gen taytyy omaisuutensa Helsingissa ,1,3,0,3330,1,1,15,15,38,1,0,0,1,16,22,21,15,5,4,15,14,6,30,15,6,30,8,666,104,10,67,125
341,ihaile#C/fin Pekka ei Merjaa ,1,3,1,
342,ihaillut#C/fin Pekka on' Merjaa ,1,3,1,
343,ihailla#C/fin Pekka haluaa Merjaa ,1,3,1,
344,ihailla#C/fin Pekan_gen taytyy Merjaa ,1,3,1,
345,ihallut#C/fin Pekka ei ollut Merjaa ,1,3,1,
346,ihaile Pekka ei Merjaa ,1,3,1,
347,ihaillut Pekka on' Merjaa ,1,3,1,
348,ihailla Pekka haluaa Merjaa ,1,3,1,
349,ihailla Pekan_gen taytyy Merjaa ,1,3,1,
350,ihallut Pekka ei ollut Merjaa ,1,3,1,
351,myynyt#C/fin Pekka ei omaisuuttaan ,1,3,1,
352,myynyt#C/fin Pekka on omaisuuttaan ,1,3,1,
353,myyda#C/fin Pekka haluaa omaisuuttaan ,1,3,1,
354,myyda#C/fin Pekan_gen taytyy omaisuuttaan ,1,3,1,
355,myynyt#C/fin Pekka ei ollut omaisuuttaan ,1,3,1,
356,myynyt Pekka ei omaisuuttaan ,1,3,1,
357,myynyt Pekka on omaisuuttaan ,1,3,1,
358,myyda Pekka haluaa omaisuuttaan ,1,3,1,
359,myyda Pekan_gen taytyy omaisuuttaan ,1,3,1,
360,myynyt Pekka ei ollut omaisuuttaan ,1,3,1,
361,ihailla#C/op Pekka kaskee poikien Merjaa ,1,3,1,
362,ihailla#[foc] Pekka kaskee poikien Merjaa ,1,3,1,
363,ihailla#[hAn] Pekka kaskee poikien Merjaa ,1,3,1,
364,ihailla#[kO] Pekka kaskee poikien Merjaa ,1,3,1,
365,ihailla#[pA] Pekka kaskee poikien Merjaa ,1,3,1,
366,ihailla#[foc]#[hAn] Pekka kaskee poikien Merjaa ,1,3,1,
367,ihailla#[foc]#[kO] Pekka kaskee poikien Merjaa ,1,3,1,
368,ihailla#[foc]#[pA] Pekka kaskee poikien Merjaa ,1,3,1,
369,ihailla#[kO]#[hAn] Pekka kaskee poikien Merjaa ,1,3,1,
370,ihailla#[pA]#[hAn] Pekka kaskee poikien Merjaa ,1,3,1,
371,ihailla#[foc]#[kO]#[hAn] Pekka kaskee poikien Merjaa ,1,3,1,
372,ihailla#[foc]#[pA]#[hAn] Pekka kaskee poikien Merjaa ,1,3,1,
373,ihailla#C/fin Pekka kaskee poikien Merjaa ,1,3,1,
374,ihailla Pekka kaskee poikien Merjaa ,1,3,1,
375,ollut#C/fin Pekka ei ihaillut Merjaa ,1,3,1,
376,ollut Pekka ei ihaillut Merjaa ,1,3,1,
377,ihaillut#C/op Pekka ei ollut Merjaa ,1,3,1,
378,admire' John wants to_inf Mary ,1,3,1,
379,to_inf admire' John wants Mary ,1,3,1,
380,to_inf John wants admire' Mary ,1,3,1,
381,admire'#C/fin John wants to_inf Mary ,1,3,1,
382,to_inf#C/fin admire' John wants Mary ,1,3,1,
383,to_inf#C/fin John wants admire' Mary ,1,3,1,
384,taydy#C/op Pekan_gen ei ihailla Merjaa ,1,4,0,1985,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,14,14,6,19,12,3,25,6,397,51,6,16,78
385,taydy#[foc] Pekan_gen ei ihailla Merjaa ,1,4,0,1995,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,14,14,6,19,12,3,25,6,399,51,6,16,62
386,taydy#[hAn] Pekan_gen ei ihailla Merjaa ,1,4,0,1995,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,14,14,6,19,12,3,25,6,399,51,6,16,93
387,taydy#[kO] Pekan_gen ei ihailla Merjaa ,1,4,0,1985,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,14,14,6,19,12,3,25,6,397,51,6,16,62
388,taydy#[pA] Pekan_gen ei ihailla Merjaa ,1,4,0,1985,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,14,14,6,19,12,3,25,6,397,51,6,16,62
389,taydy#[foc]#[hAn] Pekan_gen ei ihailla Merjaa ,1,4,0,2125,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,15,14,6,19,12,3,26,6,425,51,6,16,62
390,taydy#[foc]#[kO] Pekan_gen ei ihailla Merjaa ,1,4,0,2115,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,15,14,6,19,12,3,26,6,423,51,6,16,78
391,taydy#[foc]#[pA] Pekan_gen ei ihailla Merjaa ,1,4,0,2115,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,15,14,6,19,12,3,26,6,423,51,6,16,62
392,taydy#[kO]#[hAn] Pekan_gen ei ihailla Merjaa ,1,4,0,2105,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,15,14,6,19,12,3,26,6,421,51,6,16,62
393,taydy#[pA]#[hAn] Pekan_gen ei ihailla Merjaa ,1,4,0,2105,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,15,14,6,19,12,3,26,6,421,51,6,16,62
394,taydy#[foc]#[kO]#[hAn] Pekan_gen ei ihailla Merjaa ,1,4,0,2235,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,16,14,6,19,12,3,27,6,447,51,6,16,62
395,taydy#[foc]#[pA]#[hAn] Pekan_gen ei ihailla Merjaa ,1,4,0,2235,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,16,14,6,19,12,3,27,6,447,51,6,16,78
396,taydy#C/op Pekan_gen ei myyda omaisuuttaan ,1,4,0,1795,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,9,14,6,19,12,3,20,6,359,51,6,16,62
397,ihailla#C/op Pekan_gen ei taydy Merjaa ,1,4,0,2030,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,14,15,6,21,12,5,25,6,406,51,6,13,78
398,ihailla#[foc] Pekan_gen ei taydy Merjaa ,1,4,0,2040,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,14,15,6,21,12,5,25,6,408,51,6,13,78
399,ihailla#[hAn] Pekan_gen ei taydy Merjaa ,1,4,0,2040,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,14,15,6,21,12,5,25,6,408,51,6,13,62
400,ihailla#[kO] Pekan_gen ei taydy Merjaa ,1,4,0,2030,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,14,15,6,21,12,5,25,6,406,51,6,13,62
401,ihailla#[pA] Pekan_gen ei taydy Merjaa ,1,4,0,2030,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,14,15,6,21,12,5,25,6,406,51,6,13,62
402,ihailla#[foc]#[hAn] Pekan_gen ei taydy Merjaa ,1,4,0,2170,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,15,15,6,21,12,5,26,6,434,51,6,13,62
403,ihailla#[foc]#[kO] Pekan_gen ei taydy Merjaa ,1,4,0,2160,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,15,15,6,21,12,5,26,6,432,51,6,13,62
404,ihailla#[foc]#[pA] Pekan_gen ei taydy Merjaa ,1,4,0,2160,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,15,15,6,21,12,5,26,6,432,51,6,13,62
405,ihailla#[kO]#[hAn] Pekan_gen ei taydy Merjaa ,1,4,0,2150,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,15,15,6,21,12,5,26,6,430,51,6,13,62
406,ihailla#[pA]#[hAn] Pekan_gen ei taydy Merjaa ,1,4,0,2150,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,15,15,6,21,12,5,26,6,430,51,6,13,62
407,ihailla#[foc]#[kO]#[hAn] Pekan_gen ei taydy Merjaa ,1,4,0,2280,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,16,15,6,21,12,5,27,6,456,51,6,13,62
408,ihailla#[foc]#[pA]#[hAn] Pekan_gen ei taydy Merjaa ,1,4,0,2280,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,16,15,6,21,12,5,27,6,456,51,6,13,78
409,myyda#C/op Pekan_gen ei taydy omaisuuttaan ,1,4,0,1820,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,9,15,6,21,12,5,20,6,364,51,6,13,62
410,halua#C/op Pekka ei ihailla Merjaa ,1,4,0,2050,0,0,12,11,22,3,0,0,3,13,18,15,12,4,3,14,14,5,22,13,2,26,6,410,64,7,52,78
411,halua#[foc] Pekka ei ihailla Merjaa ,1,4,0,2060,0,0,12,11,22,3,0,0,3,13,18,15,12,4,3,14,14,5,22,13,2,26,6,412,64,7,52,78
412,halua#[hAn] Pekka ei ihailla Merjaa ,1,4,0,2060,0,0,12,11,22,3,0,0,3,13,18,15,12,4,3,14,14,5,22,13,2,26,6,412,64,7,52,78
413,halua#[kO] Pekka ei ihailla Merjaa ,1,4,0,2050,0,0,12,11,22,3,0,0,3,13,18,15,12,4,3,14,14,5,22,13,2,26,6,410,64,7,52,78
414,halua#[pA] Pekka ei ihailla Merjaa ,1,4,0,2050,0,0,12,11,22,3,0,0,3,13,18,15,12,4,3,14,14,5,22,13,2,26,6,410,64,7,52,125
415,halua#[foc]#[hAn] Pekka ei ihailla Merjaa ,1,4,0,2190,0,0,12,11,22,3,0,0,3,13,18,15,12,4,3,15,14,5,22,13,2,27,6,438,64,7,52,78
416,halua#[foc]#[kO] Pekka ei ihailla Merjaa ,1,4,0,2180,0,0,12,11,22,3,0,0,3,13,18,15,12,4,3,15,14,5,22,13,2,27,6,436,64,7,52,93
417,halua#[foc]#[pA] Pekka ei ihailla Merjaa ,1,4,0,2180,0,0,12,11,22,3,0,0,3,13,18,15,12,4,3,15,14,5,22,13,2,27,6,436,64,7,52,78
418,halua#[kO]#[hAn] Pekka ei ihailla Merjaa ,1,4,0,2170,0,0,12,11,22,3,0,0,3,13,18,15,12,4,3,15,14,5,22,13,2,27,6,434,64,7,52,78
419,halua#[pA]#[hAn] Pekka ei ihailla Merjaa ,1,4,0,2170,0,0,12,11,22,3,0,0,3,13,18,15,12,4,3,15,14,5,22,13,2,27,6,434,64,7,52,78
420,halua#[foc]#[kO]#[hAn] Pekka ei ihailla Merjaa ,1,4,0,2300,0,0,12,11,22,3,0,0,3,13,18,15,12,4,3,16,14,5,22,13,2,28,6,460,64,7,52,78
421,halua#[foc]#[pA]#[hAn] Pekka ei ihailla Merjaa ,1,4,0,2300,0,0,12,11,22,3,0,0,3,13,18,15,12,4,3,16,14,5,22,13,2,28,6,460,64,7,52,78
422,ihailla#C/op Pekka ei halua Merjaa ,1,4,0,2100,0,0,12,11,22,3,0,0,3,14,19,16,12,3,3,14,15,5,24,13,4,26,6,420,66,7,52,78
423,halua#C/op Pekka ei myyda omaisuuttaan ,1,4,0,1860,0,0,12,11,22,3,0,0,3,13,18,15,12,4,3,9,14,5,22,13,2,21,6,372,64,7,52,78
424,myyda#C/op Pekka ei halua omaisuuttaan ,1,4,0,1890,0,0,12,11,22,3,0,0,3,14,19,16,12,3,3,9,15,5,24,13,4,21,6,378,66,7,52,78
425,halua#C/op Merjaa ei ihailla Pekka ,1,4,0,2150,0,0,13,11,27,5,0,0,5,16,22,18,12,5,3,14,12,6,26,12,4,26,6,430,124,8,135,93
426,halua#[foc] Merjaa ei ihailla Pekka ,1,4,0,2160,0,0,13,11,27,5,0,0,5,16,22,18,12,5,3,14,12,6,26,12,4,26,6,432,124,8,135,93
427,halua#[hAn] Merjaa ei ihailla Pekka ,1,4,0,2160,0,0,13,11,27,5,0,0,5,16,22,18,12,5,3,14,12,6,26,12,4,26,6,432,124,8,135,93
428,halua#[kO] Merjaa ei ihailla Pekka ,1,4,0,2150,0,0,13,11,27,5,0,0,5,16,22,18,12,5,3,14,12,6,26,12,4,26,6,430,124,8,135,78
429,halua#[pA] Merjaa ei ihailla Pekka ,1,4,0,2150,0,0,13,11,27,5,0,0,5,16,22,18,12,5,3,14,12,6,26,12,4,26,6,430,124,8,135,93
430,halua#[foc]#[hAn] Merjaa ei ihailla Pekka ,1,4,0,2290,0,0,13,11,27,5,0,0,5,16,22,18,12,5,3,15,12,6,26,12,4,27,6,458,124,8,135,93
431,halua#[foc]#[kO] Merjaa ei ihailla Pekka ,1,4,0,2280,0,0,13,11,27,5,0,0,5,16,22,18,12,5,3,15,12,6,26,12,4,27,6,456,124,8,135,93
432,halua#[foc]#[pA] Merjaa ei ihailla Pekka ,1,4,0,2280,0,0,13,11,27,5,0,0,5,16,22,18,12,5,3,15,12,6,26,12,4,27,6,456,124,8,135,93
433,halua#[kO]#[hAn] Merjaa ei ihailla Pekka ,1,4,0,2270,0,0,13,11,27,5,0,0,5,16,22,18,12,5,3,15,12,6,26,12,4,27,6,454,124,8,135,93
434,halua#[pA]#[hAn] Merjaa ei ihailla Pekka ,1,4,0,2270,0,0,13,11,27,5,0,0,5,16,22,18,12,5,3,15,12,6,26,12,4,27,6,454,124,8,135,93
435,halua#[foc]#[kO]#[hAn] Merjaa ei ihailla Pekka ,1,4,0,2400,0,0,13,11,27,5,0,0,5,16,22,18,12,5,3,16,12,6,26,12,4,28,6,480,124,8,135,93
436,halua#[foc]#[pA]#[hAn] Merjaa ei ihailla Pekka ,1,4,0,2400,0,0,13,11,27,5,0,0,5,16,22,18,12,5,3,16,12,6,26,12,4,28,6,480,124,8,135,93
437,ihailla#C/op Merjaa ei halua Pekka ,1,4,0,2165,0,0,13,11,27,5,0,0,5,16,22,18,12,4,2,14,13,6,27,12,3,26,6,433,127,8,131,93
438,halua#C/op omaisuuttaan ei myyda Pekka ,1,4,0,3165,1,2,13,13,33,6,0,0,6,22,28,21,13,6,3,9,14,6,30,13,4,22,6,633,129,8,139,109
439,myyda#C/op omaisuuttaan ei halua Pekka ,1,4,0,3160,1,2,13,13,33,5,0,0,5,23,29,21,13,5,3,9,15,6,31,13,3,22,6,632,134,8,139,125
440,taydy#C/fin Pekan_gen ei ihailla Merjaa ,1,4,1,
441,taydy Pekan_gen ei ihailla Merjaa ,1,4,1,
442,taydy#C/fin Pekan_gen ei myyda omaisuuttaan ,1,4,1,
443,taydy Pekan_gen ei myyda omaisuuttaan ,1,4,1,
444,ihailla#C/fin Pekan_gen ei taydy Merjaa ,1,4,1,
445,ihailla Pekan_gen ei taydy Merjaa ,1,4,1,
446,halua Pekka ei myyda omaisuuttaan ,1,4,1,
447,myyda Pekka ei halua omaisuuttaan ,1,4,1,
448,ihailla#C/op Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3540,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,20,32,5,62,23,7,36,7,505,236,13,204,187
449,ihailla#[foc] Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3550,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,20,32,5,62,23,7,36,7,507,236,13,204,187
450,ihailla#[hAn] Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3550,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,20,32,5,62,23,7,36,7,507,236,13,204,187
451,ihailla#[kO] Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3540,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,20,32,5,62,23,7,36,7,505,236,13,204,187
452,ihailla#[pA] Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3540,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,20,32,5,62,23,7,36,7,505,236,13,204,187
